ids,instructions,Verbs
f7b4efb1f7,"In a large, heavy nonstick skillet, melt half the butter over high heat.","melt,high heat"
f7b4efb1f7,"Sprinkle chicken with salt and pepper and cook on both sides until golden brown, reducing the heat to prevent scorching, about 4 minutes per side.","sprinkle,cook"
f7b4efb1f7,"Add strained grape puree and simmer until chicken is cooked through and juice is syrupy, about 5 minutes.","add,simmer"
f7b4efb1f7,Transfer chicken to a serving platter and keep warm.,"transfer,keep"
f7b4efb1f7,Whisk remaining butter into sauce and cook over high heat for 1 minute.,"whish,cook"
f7b4efb1f7,"Add roasted grapes and heat through, then pour sauce and grapes over chicken.","add,heat,pour"
f7b4efb1f7,Sprinkle with chives and serve.,"sprinkle,serve"
7099fecb9b,Remember to use a non reactive cooking pot when doing this recipe.,remember
7099fecb9b,The metal will react with the lime and turn everything BLACK.,"react,turn"
7099fecb9b,"Combine cucumber rings, lime and 8 1/2 quarts of water in large container",combine
7099fecb9b,let stand for 24 hours.,let stand
7099fecb9b,"Drain, then rinse in clear water.","drain,rinse"
7099fecb9b,Cover with water,cover
7099fecb9b,let stand 3 hours,let stand
7099fecb9b,then drain.,drain
7099fecb9b,Place cucumbers in large kettle,place
7099fecb9b," add 1 cup vinegar, food coloring, alum, and enough water to cover.",add
7099fecb9b,"Bring to a boil, then simmer for 2 hours and drain.","boil,simmer"
7099fecb9b,"Combine remaining 2 cups vinegar, 2 cups water, sugar, cinnamon and candy in large saucepan",combine
7099fecb9b," bring to a boil, stirring until sugar in dissolved.","boil,stirring"
7099fecb9b,Pour over cucumbers,pour
7099fecb9b,let stand 24 hours.,let stand
7099fecb9b,"Drain, reserving syrup.",drain
7099fecb9b,Bring syrup to a boil,boil
7099fecb9b,pour over cucumbers.,pour
7099fecb9b,Let stand for 24 hours.,let stand
7099fecb9b,"Drain, reserving syrup.",drain
7099fecb9b,Bring syrup to a boil,boil
7099fecb9b,pour over cucumbers.,pour
7099fecb9b,Let stand for 24 hours.,let stand
7099fecb9b,*This is the last day of soaking.,none
7099fecb9b,After last day of soaking then heat syrup and cucumbers.,heat
7099fecb9b,"Pack into hot sterilized jars, covering cucumbers with syrup, leaving 1/2 inch head space.","pack,covering"
7099fecb9b,Cover with sterilized lids and bands screwing bands tight.,cover
b964bb249c,Spread 1 pkg.,spread
b964bb249c,(8 oz.),none
b964bb249c,"PHILADELPHIA Cream Cheese, softened, on bottom of 9-inch pie plate.",none
b964bb249c,Top with 1 can (15 oz.),top
b964bb249c,chili,chill
b964bb249c,sprinkle with 1 cup (4 oz.),sprinkle
b964bb249c,KRAFT Shredded Sharp Cheddar Cheese.,none
b964bb249c,Bake at 350F for 20 to 25 minutes or until cheese is melted.,bake
b964bb249c,"Garnish with chopped green onion and tomato, if desired.",garnish
3cc56faa84,Preheat the oven to 180C/gas mark 4 and youll need a baking tray.,preheat
3cc56faa84,"First, prepare the vegetables.",prepare
3cc56faa84,"Peel the carrots then cut in half lengthways, cut again into pieces on an angle, discarding the tops.","peel,cut"
3cc56faa84,Peel and chop the onion into chunky pieces.,"peel,chop"
3cc56faa84,Peel the beetroot and cut into wedges then cut in half again.,"peel,cut"
3cc56faa84,Place all the vegetables on a baking tray (cookie sheet) and toss thoroughly in the oil.,"place,toss"
3cc56faa84,Roast in the oven for 5060 minutes until cooked.,roast
3cc56faa84,"Meanwhile, bring a pan of boiling water to the boil with the measured salt.",boil
3cc56faa84,Pour the lentils into the pan and cook for 1820 minutes until soft.,"pour,cook"
3cc56faa84,"Then, drain through a sieve (strainer).",drain
3cc56faa84,"In a hot, dry ovenproof frying pan (skillet), colour the turkey on one side, turn over and cook in the oven for a further 810 minutes.","colour,turn over,cook"
3cc56faa84,Remove and slice.,"remove,slice"
3cc56faa84,"Now, bring the salad together by mixing the lentils, carrots, onion, beetroot, lemon zest and two-thirds of the chervil together.",mixing
3cc56faa84,"Drizzle with the balsamic syrup and add a little salt to taste, if necessary.","drizzle,add"
3cc56faa84,"To serve, divide the spinach leaves between 2 plates and top each with half the lentil-vegetable mixture, half of the turkey slices, feta and remaining chervil and gently toss to combine.","divide,top,gently toss"
76f0942c7d,Heat a large skillet over medium heat.,heat
76f0942c7d,Place butter in the skillet to melt.,place
76f0942c7d,Add garlic and allow to soften for about a minute.,"add,allow"
76f0942c7d,Add green beans.,add
76f0942c7d,"If frozen, saute until they are warmed through, stirring often.","saute,stirring often"
76f0942c7d,Add salt and pepper and taste.,add
76f0942c7d,"If beans are fresh, saute until warmed, turn down heat and cover.","saute,turn down heat,cover"
76f0942c7d,"Let cook, stirring often, until al dente.","let cook,stirring oftem"
76f0942c7d,"Remove the cover, turn heat back up to medium to medium high and allow the moisture to evaporate.","remove,turn heat up,allow"
76f0942c7d,"Either way, you want the green beans to be al dente and the butter and garlic to be slightly caramelized.",none
b6b8d4d11f,Preheat your oven to 350 degrees Fahrenheit.,preheat
b6b8d4d11f,Prep the peppers as described in this and cut them in half lengthwise.,"prep,cut"
b6b8d4d11f,Chop the bacon and set aside.,"chop,set aside"
b6b8d4d11f,Saute the mushrooms and garlic until tender,saute
b6b8d4d11f,season with salt and pepper.,season
b6b8d4d11f,Boil the ramen in the usual way.,boil
b6b8d4d11f,Drain but dont rinse.,"drain,rinse"
b6b8d4d11f,Use tongs and take out about a quarter of the noodles (discard them or set aside to eat later).,"use,take out"
b6b8d4d11f,"To the remaining ramen, add the bacon, Jack cheese, and warm mushroom mixture.",add
b6b8d4d11f,Mix until the cheese has melted.,mix
b6b8d4d11f,Divide the mixture between 2 pepperspack it all in.,divide
b6b8d4d11f,Break 2 wooden skewers in half,break
b6b8d4d11f," stick each half through a stuffed pepper, side-to-side, to help keep it together so the pepper doesnt open up and fall apart.",stick
b6b8d4d11f,Place the peppers on a baking sheet and bake for 20 minutes.,"place,bake"
94a9c11a0d,"Chop zucchini, onion and garlic.",chop
94a9c11a0d,"Heat olive oil over medium heat, add onions.","heat,add"
94a9c11a0d,Cook until slightly browned or soft.,cook
94a9c11a0d,"Add zucchini, cook for about 4 minutes.","add,cook"
94a9c11a0d,"Add garlic, stirring frequently until fragrant, about 3 more minutes.","add,stirring"
94a9c11a0d,"Add whisked eggs, stirring frequently until scrambled.","add,stirring"
94a9c11a0d,"Top with Parmesean cheese, stir and serve!","top,stir,serve"
94a9c11a0d,Salt and pepper to taste if necessary.,none
3465c9772d,"Saute the onion, garlic and peppers in olive oil for about 5 minutes.",saute
3465c9772d,Set aside.,set aside
3465c9772d,"Place all the meatloaf ingredients, including the cooled onion/garlic mixture, into a large bowl.",place
3465c9772d,Mix gently.,mix gently
3465c9772d,Dont overmix or the meat will be tough.,overmix
3465c9772d,Mound onto the top part of a broiler pan or something that has holes and lets the fat drain out.,"mound,let"
3465c9772d,Make sure it can go on your barbecue.,make sure
3465c9772d,Prepare the basting sauce by mixing the sauce ingredients together.,"prepare,mixing"
3465c9772d,Add a bit of apple juice if it is too thick.,add
3465c9772d,"Heat your barbecue to about 350 degrees and cook the loaf for about an hour, basting every 15 minutes.","heat,cook,basting"
3465c9772d,"If you have wood chips or chunks, place them on so you can get some smoke on your loaf!",place
c1867650ad,Crush the juniper berries and bay leaves with a tablespoon of the salt in a mortar and pestle.,crush
c1867650ad,Mix all the cure ingredients together.,mix
c1867650ad,"Trim your pork belly, if needed.",trim
c1867650ad,Remove any hairs and nipples.,remove
c1867650ad,"(I know, kinda gross, but most butchers will do it for you unless you prefer things on the more rustic side.)",none
c1867650ad,Take a few handfuls of your cure and liberally rub the pork belly so its covered in the mixture.,"take,liberally rub"
c1867650ad,Place in a tupperware container or any other non-metallic container and place in the fridge for 24 hours.,"place,place"
c1867650ad,"After 24 hours, remove from the fridge and drain the liquid the salt has forced from the meat.","remove,drain"
c1867650ad,Add a few more handfuls of cure.,add
c1867650ad,Repeat this for two more days.,repeat
c1867650ad,"On the fourth day, remove the bacon from the fridge and rinse all traces of the cure and spices.","remove,rinse"
c1867650ad,"At this point, you can cut slices or you can hang it for 24-72 hours in a cool dark place.","cut,hang"
c1867650ad,"Since I favour instant gratification, I skip this step and slice the sucker up.",none
c1867650ad,Mmmm.,none
c1867650ad,You can experiment with the spices and sweet agent.,experiment
c1867650ad,"Add maple syrup if you want, or smoked paprika if you like a smoked taste.",add
c1867650ad,Maybe some cumin or cayenne if you want to spice things up a bit.,none
c1867650ad,The world is your oyster ...,none
c1867650ad,I mean piglet.,none
c26113e9b5,"Combine the beer, soy sauce, ginger, oil, chili flakes, and lime juice in a zip-top bag.",combine
c26113e9b5,"Add the steak, seal the bag, and turn to coat.","add,seal,turn"
c26113e9b5,"Refrigerate for 4 to 8 hours, turning occasionally.","refrigerate,truning occasionally"
c26113e9b5,Remove steak from refrigerator and bring to room temperature.,"remove,bring"
c26113e9b5,Reserve marinade.,reserve
c26113e9b5,"In a small sauce pan bring the marinade to a boil, reduce by a quarter and reserve.","bring boil,reduce,reserve"
c26113e9b5,Heat the grill to medium-high.,heat
c26113e9b5,Season the steak generously with salt and pepper.,season generously
c26113e9b5,"Place the steak on the grill and cook, turning once, until cooked to your desired liking.","place,grill,cook"
c26113e9b5,For rare (3 to 5 minutes per side for a 1 1/2-inch-thick steak) or medium rare (5 to 8 minutes per side for a 2-inch thick steak).,none
c26113e9b5,Transfer to platter and let rest for at least 5 minutes.,"transfer,let rest"
c26113e9b5,Then slice the steak against the grain into 1/4-inch-thick slices.,slice
c26113e9b5,"As the steak is resting, cook the ramen noodles according to the package instructions.",cook
c26113e9b5,Strain.,strain
c26113e9b5,"To serve, divide the steak and the noodles between four shallow soup bowls.",divide
c26113e9b5,Top each with a drizzle of the remaining heated marinade.,"top,drizzle"
c26113e9b5,Sprinkle each with sliced scallions.,sprinkle
2d679a5983,Julienne cut the Sun-dried tomatoes,julienne
2d679a5983,Dice the Gruyere cheese into tiny even cubes,dice
2d679a5983,"Add the eggs, milk, and garlic into a mixing bowl",add
2d679a5983,"Beat the egg until the milk, yolk and white are combined.",beat
2d679a5983,Heat a large pan on low and grease with butter or pam.,"heat,grease"
2d679a5983,When the pan is heated add the egg batter evenly onto the pan.,"heated,add"
2d679a5983,"Once the starts to firm up toss in the tomatoes, salt and cheese evenly across the omelet then flip it in half.","toss,flip"
2d679a5983,Flip the omelette again.,flip
2d679a5983,don't cook it too long this process is rather quick.,cook
3611faba8f,Heat oven to 400 degrees.,heat
3611faba8f,Pierce potatoes with fork,pierce
3611faba8f," bake until tender, about 1 hour.",bake
3611faba8f,Chop 2 leeks.,chop
3611faba8f,"Cut remaining leeks into thin strips about 2"" long.",cut
3611faba8f,"In nonstick skillet, melt 1 T. butter over medium heat.",melt
3611faba8f,Add chopped leeks,add
3611faba8f," cook, stirirng, 5 minutes.","cook,stirring"
3611faba8f,Horizontally cut top 1/3 from each potato.,horizontally cut
3611faba8f,"Scoop potato from skins, leaving 1/4""-thick shells.","scoop,leaving"
3611faba8f,Heat milk and remaining butter until hot,heat
3611faba8f," add to potatoes with cheese, salt and pepper.",add
3611faba8f,Mash,mash
3611faba8f,stir in cooked leeks.,stir
3611faba8f,Pipe or spoon mixture into potato shells.,"pipe,spoon"
3611faba8f,"On baking sheet, bake until golden, 20-25 minutes.",bake
3611faba8f,"In nonstick skillet, heat 1/4"" oil over medium heat.",heat
3611faba8f,Add sliced leeks,add
3611faba8f," cook, stirring, 2 minutes.","cook,stirring"
3611faba8f,Drain on paper towels.,drain
3611faba8f,"Top potatoes with leeks and, if desired, sour cream.",top
f2aab610f1,Preheat oven to 400 degrees F (200 degrees C).,preheat
f2aab610f1,Wrap each leek half in pancetta.,wrap
f2aab610f1,Drizzle olive into a baking dish and use a pastry brush to spread oil over the bottom of the dish and partway up the sides.,drizzle
f2aab610f1,"Season dish with salt, black pepper, and cayenne pepper.",season
f2aab610f1,Place leeks close together cut-side down into the prepared baking dish.,place
f2aab610f1,Pour chicken broth and wine over leeks.,pour
f2aab610f1,Cover baking dish tightly with aluminum foil and set it on a baking sheet.,"cover,set it"
f2aab610f1,"Bake in the preheated oven until just tender, about 45 minutes.",bake
f2aab610f1,"Uncover the baking dish, pour cream over the top, and spread Parmigiano-Reggiano over the top.","uncover,pour,spread"
f2aab610f1,"Return to oven and bake until cheese is golden and sauce is bubbling, 15 to 20 minutes more.","return,bake"
